asOfDate,RealCoupon,ModelCoupon,PercentError
8/25/2010,3.36868,3.162755802,0.061129047
8/26/2010,3.30296,3.144024541,0.048119099
8/27/2010,3.47055,3.258673694,0.061049778
8/30/2010,3.33669,3.186030897,0.045152263
8/31/2010,3.19108,3.132301711,0.01841956
9/1/2010,3.30826,3.240286759,0.020546523
9/2/2010,3.37636,3.257136661,0.035311205
9/3/2010,3.48233,3.276242271,0.059180988
9/9/2010,3.27423,3.388071365,0.034768897
9/10/2010,3.58242,3.438734923,0.040108384
9/13/2010,3.48266,3.385390147,0.027929758
9/14/2010,3.42404,3.309915819,0.033330271
9/15/2010,3.49999,3.377574177,0.034976049
9/16/2010,3.54526,3.435261125,0.031027026
9/17/2010,3.58122,3.427748555,0.042854515
9/20/2010,3.50729,3.41522196,0.026250478
9/21/2010,3.38169,3.309237469,0.021424948
9/22/2010,3.34862,3.281163556,0.02014455
9/23/2010,3.38126,3.301676899,0.023536522
9/24/2010,3.44779,3.353845664,0.027247697
9/27/2010,3.35455,3.297811036,0.016914031
9/28/2010,3.31266,3.247098628,0.019791156
9/29/2010,3.37806,3.310076798,0.020124924
9/30/2010,3.38375,3.308054323,0.022370352
10/1/2010,3.38871,3.309472004,0.023382938
10/4/2010,3.33557,3.28007984,0.016635885
10/5/2010,3.33659,3.281594618,0.016482511
10/6/2010,3.26279,3.188864176,0.022657242
10/7/2010,3.22365,3.163876947,0.018542042
10/8/2010,3.23046,3.113964049,0.036061722
10/12/2010,3.28568,3.121718982,0.0499017
10/13/2010,3.26187,3.093042054,0.051758024
10/14/2010,3.28492,3.170956733,0.034692859
10/15/2010,3.37537,3.205586143,0.050300813
10/18/2010,3.29994,3.138536142,0.048911149
10/19/2010,3.26986,3.110103891,0.048857171
10/20/2010,3.25515,3.092116687,0.050084731
10/21/2010,3.29243,3.165041725,0.038691263
10/22/2010,3.31808,3.220512297,0.029404868
10/25/2010,3.37385,3.208271019,0.049077161
10/26/2010,3.44702,3.295820875,0.043863721
10/27/2010,3.49728,3.362862167,0.038434965
10/28/2010,3.43496,3.312520203,0.035645189
10/29/2010,3.39784,3.274935635,0.036171322
11/1/2010,3.44378,3.305357216,0.040195014
11/2/2010,3.39423,3.299348226,0.027953843
11/3/2010,3.37888,3.29163919,0.025819446
11/4/2010,3.29328,3.207748806,0.025971431
11/5/2010,3.36448,3.260924704,0.03077899
11/8/2010,3.40193,3.303367793,0.028972438
11/9/2010,3.50051,3.432647217,0.019386542
11/10/2010,3.48752,3.425553345,0.017768115
11/12/2010,3.60847,3.51982576,0.024565603
11/15/2010,3.73584,3.670426048,0.017509838
11/16/2010,3.72168,3.630819753,0.024413772
11/17/2010,3.71929,3.638326108,0.021768642
11/18/2010,3.75041,3.68519159,0.017389675
11/19/2010,3.7657,3.669807647,0.025464682
11/22/2010,3.72761,3.599155344,0.034460326
11/23/2010,3.70185,3.551560415,0.040598508
11/24/2010,3.85371,3.716454877,0.03561636
11/26/2010,3.82273,3.698383214,0.032528268
11/29/2010,3.77045,3.669391309,0.02680282
11/30/2010,3.77972,3.671479109,0.028637278
12/1/2010,3.93437,3.829563955,0.026638584
12/2/2010,3.9594,3.868028715,0.023077053
12/3/2010,3.94457,3.842936304,0.025765469
12/6/2010,3.85103,3.78575889,0.016949001
12/7/2010,4.05507,4.028010323,0.006673048
12/8/2010,4.10539,4.084233975,0.005153232
12/9/2010,4.05607,4.032114365,0.00590612
12/10/2010,4.12836,4.12907231,0.000172541
12/13/2010,4.10897,4.097845412,0.002707391
12/14/2010,4.28748,4.265034635,0.005235095
12/15/2010,4.38412,4.37886492,0.001198662
12/16/2010,4.35639,4.320674576,0.008198399
12/17/2010,4.16702,4.135775201,0.007498116
12/20/2010,4.21062,4.13034652,0.019064527
12/21/2010,4.17478,4.09175008,0.019888454
12/22/2010,4.1785,4.117315492,0.014642697
12/23/2010,4.22651,4.179745977,0.011064453
12/27/2010,4.21284,4.144737283,0.016165512
12/28/2010,4.32678,4.264532866,0.01438648
12/29/2010,4.1712,4.133572751,0.009020725
12/30/2010,4.18878,4.16328997,0.006085311
12/31/2010,4.10577,4.101730242,0.000983922
1/3/2011,4.11937,4.1110176,0.002027592
1/4/2011,4.1123,4.080128737,0.00782318
1/5/2011,4.24694,4.248349549,0.000331898
1/6/2011,4.20008,4.190193884,0.002353792
1/7/2011,4.10211,4.077233534,0.00606431
1/10/2011,4.0763,4.052928505,0.005733507
1/11/2011,4.13046,4.082893705,0.01151598
1/12/2011,4.12755,4.083336904,0.010711705
1/13/2011,4.07277,4.050798299,0.005394781
1/14/2011,4.08585,4.092315638,0.001582446
1/18/2011,4.14124,4.12643695,0.003574545
1/19/2011,4.11512,4.101904733,0.003211393
1/20/2011,4.21623,4.194350672,0.005189311
1/21/2011,4.18211,4.163587979,0.00442887
1/24/2011,4.19564,4.161423407,0.008155274
1/25/2011,4.1485,4.089328237,0.014263412
1/26/2011,4.23018,4.182940968,0.011167145
1/27/2011,4.17877,4.128066378,0.012133624
1/28/2011,4.14864,4.101768715,0.011297988
1/31/2011,4.17347,4.163874782,0.002299098
2/1/2011,4.23302,4.22939622,0.000856074
2/2/2011,4.2837,4.282534711,0.000272029
2/3/2011,4.32675,4.327275338,0.000121416
2/4/2011,4.39469,4.421224027,0.006037747
2/7/2011,4.41202,4.426268348,0.003229439
2/8/2011,4.48713,4.493402589,0.001397907
2/9/2011,4.45294,4.406280878,0.010478273
2/10/2011,4.50125,4.450084893,0.011366866
2/11/2011,4.43431,4.376729824,0.012985149
2/14/2011,4.39315,4.341478264,0.011761887
2/15/2011,4.38511,4.326757051,0.013307066
2/16/2011,4.39896,4.350087088,0.011110106
2/17/2011,4.35044,4.296060302,0.012499816
2/18/2011,4.36639,4.313820757,0.012039521
2/22/2011,4.29998,4.237094531,0.014624596
2/23/2011,4.30686,4.260522424,0.010759016
2/24/2011,4.26362,4.224574971,0.009157718
2/25/2011,4.24967,4.185604643,0.015075372
2/28/2011,4.23083,4.167440785,0.01498269
3/1/2011,4.23669,4.160979884,0.01787011
3/2/2011,4.27915,4.210754398,0.015983455
3/3/2011,4.3559,4.323264807,0.007492182
3/4/2011,4.26582,4.219659326,0.010821055
3/7/2011,4.27573,4.221999145,0.012566475
3/8/2011,4.31211,4.271303762,0.009463172
3/9/2011,4.24844,4.198246718,0.011814521
3/10/2011,4.19841,4.140669429,0.013752962
3/11/2011,4.21399,4.136087662,0.018486598
3/14/2011,4.17953,4.103676252,0.01814887
3/15/2011,4.17297,4.107645273,0.015654253
3/16/2011,4.08162,4.035527599,0.011292673
3/17/2011,4.10724,4.05387939,0.012991841
3/18/2011,4.11118,4.054506372,0.013785246
3/21/2011,4.16338,4.097996186,0.015704503
3/22/2011,4.18936,4.101901041,0.020876449
3/23/2011,4.20927,4.115495533,0.022278083
3/24/2011,4.22854,4.151517876,0.018214827
3/25/2011,4.26079,4.206870396,0.012654837
3/28/2011,4.2631,4.223571259,0.0092723
3/29/2011,4.30316,4.259645901,0.010112127
3/30/2011,4.26883,4.221050808,0.011192573
3/31/2011,4.26321,4.222056302,0.009653219
4/1/2011,4.27252,4.200602533,0.016832564
4/4/2011,4.27071,4.177555275,0.021812468
4/5/2011,4.32683,4.243165006,0.019336326
4/6/2011,4.35818,4.2909564,0.015424696
4/7/2011,4.35342,4.285305852,0.015646124
4/8/2011,4.36221,4.304160669,0.013307322
4/11/2011,4.35733,4.308390488,0.011231537
4/12/2011,4.30612,4.23347521,0.016870127
4/13/2011,4.28687,4.19181889,0.022172613
4/14/2011,4.29351,4.213571081,0.018618547
4/15/2011,4.22535,4.13034816,0.02248378
4/18/2011,4.1921,4.086220383,0.02525694
4/19/2011,4.18056,4.080317784,0.023978179
4/20/2011,4.21023,4.110810305,0.023613839
4/21/2011,4.21188,4.09574464,0.027573283
4/25/2011,4.17981,4.066697077,0.027061738
4/26/2011,4.14881,4.040450021,0.026118328
4/27/2011,4.17378,4.065536053,0.025934272
4/28/2011,4.10853,4.000177936,0.026372465
4/29/2011,4.09114,3.996696555,0.023084873
5/2/2011,4.10174,3.998197685,0.02524351
5/3/2011,4.07117,3.985147138,0.021129764
5/4/2011,4.04029,3.950935198,0.022115938
5/5/2011,3.98974,3.915809846,0.018530068
5/6/2011,3.98104,3.899033753,0.020599202
5/9/2011,3.96718,3.891993308,0.018952176
5/10/2011,4.01017,3.943942928,0.016514779
5/11/2011,3.98265,3.914533434,0.017103327
5/12/2011,4.00521,3.954110558,0.012758243
5/13/2011,3.98862,3.922482676,0.016581505
5/16/2011,3.97145,3.892144445,0.019968917
5/17/2011,3.9562,3.866199859,0.022749138
5/18/2011,3.99817,3.931874378,0.016581491
5/19/2011,4.00566,3.931991565,0.018391085
5/20/2011,3.99284,3.913943149,0.019759582
5/23/2011,3.99615,3.904877423,0.022840128
5/24/2011,3.98401,3.891849575,0.023132579
5/25/2011,3.98264,3.885142561,0.024480606
5/26/2011,3.91109,3.810150151,0.025808624
5/27/2011,3.93401,3.816688677,0.029822325
5/31/2011,3.93235,3.801721384,0.03321897
6/1/2011,3.86349,3.731008276,0.034290687
6/2/2011,3.91387,3.795067307,0.030354277
6/3/2011,3.89328,3.770866909,0.031442149
6/6/2011,3.90071,3.790060777,0.028366432
6/7/2011,3.89581,3.78709381,0.027905927
6/8/2011,3.85668,3.728217897,0.033308987
6/9/2011,3.89605,3.751074763,0.037210826
6/10/2011,3.89696,3.730131074,0.042810017
6/13/2011,3.90679,3.754610656,0.038952527
6/14/2011,3.97534,3.856466544,0.029902714
6/15/2011,3.9059,3.776094882,0.033233088
6/16/2011,3.88416,3.761070713,0.031690066
6/17/2011,3.90547,3.776946931,0.032908477
6/20/2011,3.92605,3.79628225,0.033053005
6/21/2011,3.93335,3.808934322,0.031630971
6/22/2011,3.91031,3.796785189,0.029032177
6/23/2011,3.84233,3.745633512,0.025166107
6/24/2011,3.84131,3.72520508,0.030225345
6/27/2011,3.88515,3.774871704,0.028384566
6/28/2011,3.96459,3.880268485,0.02126866
6/29/2011,3.99007,3.912324542,0.019484735
6/30/2011,4.02102,3.944374377,0.019061239
7/1/2011,4.04949,3.988302411,0.01510995
7/5/2011,4.01093,3.937905923,0.018206271
7/6/2011,4.00075,3.930032281,0.017676115
7/7/2011,4.0553,3.985825991,0.017131657
7/8/2011,3.95604,3.865870731,0.02279281
7/11/2011,3.91248,3.825474783,0.022237869
7/12/2011,3.89941,3.825372908,0.018986742
7/13/2011,3.86432,3.803334075,0.0157818
7/14/2011,3.89854,3.833312523,0.016731258
7/15/2011,3.88293,3.817632222,0.016816625
7/18/2011,3.91431,3.825493138,0.022690298
7/19/2011,3.9029,3.819441038,0.021383833
7/20/2011,3.91472,3.821203237,0.023888493
7/21/2011,3.95043,3.85903338,0.023135866
7/22/2011,3.92566,3.783358398,0.03624909
7/25/2011,3.96047,3.823281981,0.034639328
7/26/2011,3.9318,3.786972355,0.036834947
7/27/2011,3.97403,3.819014787,0.039007056
7/28/2011,3.93243,3.789777276,0.036275973
7/29/2011,3.80882,3.677778512,0.034404747
8/1/2011,3.76447,3.621069478,0.03809315
8/2/2011,3.65709,3.53733949,0.032744753
8/3/2011,3.61499,3.503095587,0.030952897
8/4/2011,3.4866,3.395891046,0.02601645
8/5/2011,3.64944,3.488817381,0.04401295
8/8/2011,3.5273,3.408439079,0.033697423
8/9/2011,3.36152,3.115269006,0.073255847
8/10/2011,3.23281,3.082346024,0.046542784
8/11/2011,3.37634,3.184557085,0.056802015
8/12/2011,3.31671,3.123057984,0.05838678
8/15/2011,3.38162,3.136389235,0.072518723
8/16/2011,3.31182,3.065479918,0.074382086
8/17/2011,3.26933,3.016226412,0.077417571
8/18/2011,3.24924,2.960949306,0.088725577
8/19/2011,3.28379,2.988550395,0.089908187
8/22/2011,3.30379,3.022264179,0.085212989
8/23/2011,3.36494,3.071453721,0.087218874
8/24/2011,3.30817,3.142063462,0.050211004
8/25/2011,3.3922,3.152757587,0.070586172
8/26/2011,3.35269,3.111591242,0.071912034
8/29/2011,3.44007,3.175023746,0.077046762
8/30/2011,3.3589,3.11639287,0.072198377
8/31/2011,3.42739,3.144095338,0.082656092
9/1/2011,3.36362,3.094329693,0.08005967
9/2/2011,3.26342,2.996769635,0.081708871
9/6/2011,3.26302,2.997739546,0.081299059
9/7/2011,3.31614,3.029292488,0.086500423
9/8/2011,3.28505,2.974700889,0.094473177
9/9/2011,3.21792,2.944182493,0.085066598
9/12/2011,3.2661,2.950183891,0.096725792
9/13/2011,3.30112,3.005064745,0.089683276
9/14/2011,3.3005,3.020306476,0.084894266
9/15/2011,3.34726,3.058564328,0.086248356
9/16/2011,3.34689,3.06704682,0.0836129
9/19/2011,3.23814,2.968786272,0.083181619
9/20/2011,3.25926,2.982083699,0.085042709
9/21/2011,3.01934,2.924731337,0.03133422
9/22/2011,2.85137,2.791469467,0.021007632
9/23/2011,2.9788,2.828885266,0.050327224
9/26/2011,3.07072,2.918848329,0.049458
9/27/2011,3.19163,3.022076891,0.0531243
9/28/2011,3.16373,3.00204611,0.051105464
9/29/2011,3.08103,2.962470889,0.038480349
9/30/2011,3.03853,2.947645858,0.029910563
10/3/2011,2.96582,2.879882636,0.02897592
10/4/2011,3.04282,2.903538954,0.045773672
10/5/2011,3.11838,2.978317732,0.044915074
10/6/2011,3.18596,3.027637868,0.049693697
10/7/2011,3.28276,3.091914139,0.058135795
10/11/2011,3.3168,3.159335003,0.047474975
10/12/2011,3.33781,3.185852211,0.045526195
10/13/2011,3.30672,3.157378902,0.04516291
10/14/2011,3.36446,3.219770061,0.043005397
10/17/2011,3.29814,3.189969286,0.03279749
10/18/2011,3.29374,3.183034959,0.033610741
10/19/2011,3.30171,3.191685658,0.033323442
10/20/2011,3.32699,3.203836701,0.037016432
10/21/2011,3.33066,3.227280451,0.031038758
10/24/2011,3.3635,3.258673189,0.031165991
10/25/2011,3.26467,3.162445515,0.031312348
10/26/2011,3.3218,3.221472434,0.030202771
10/27/2011,3.44092,3.333098358,0.03133512
10/28/2011,3.36021,3.24771221,0.033479393
10/31/2011,3.25158,3.153288622,0.030228805
11/1/2011,3.128,3.084809957,0.013807558
11/2/2011,3.14036,3.052770748,0.027891469
11/3/2011,3.18659,3.083700795,0.032288184
11/4/2011,3.14592,3.073849144,0.02290931
11/7/2011,3.11536,3.040814943,0.023928232
11/8/2011,3.19153,3.08294843,0.034021792
11/9/2011,3.14083,3.056720545,0.026779372
11/10/2011,3.19683,3.121947966,0.02342384
11/14/2011,3.19328,3.135122184,0.018212564
11/15/2011,3.21924,3.141269919,0.024220027
11/16/2011,3.20144,3.140244872,0.019114876
11/17/2011,3.1637,3.105194515,0.018492741
11/18/2011,3.21334,3.118654571,0.029466359
11/21/2011,3.17668,3.11099271,0.020677969
11/22/2011,3.14417,3.087252037,0.018102699
11/23/2011,3.14517,3.065357936,0.025376073
11/25/2011,3.22263,3.106533305,0.03602545
11/28/2011,3.1879,3.112465402,0.023662787
11/29/2011,3.18161,3.116197472,0.020559568
11/30/2011,3.17702,3.096463666,0.025355942
12/1/2011,3.20921,3.146678022,0.019485162
12/2/2011,3.14293,3.107941979,0.011132294
12/5/2011,3.15649,3.079700402,0.024327528
12/6/2011,3.17019,3.086694978,0.026337545
12/7/2011,3.09012,3.006942685,0.02691718
12/8/2011,3.05821,2.987207298,0.023217079
12/9/2011,3.13669,3.051865199,0.027042775
12/12/2011,3.12819,3.042131716,0.027510568
12/13/2011,3.0836,3.003745097,0.025896648
12/14/2011,3.0099,2.962115141,0.015875896
12/15/2011,3.05125,2.961808903,0.029312936
12/16/2011,3.00104,2.937486311,0.021177222
12/19/2011,2.98945,2.90411032,0.02854695
12/20/2011,3.06827,2.984585953,0.027274017
12/21/2011,3.10621,3.000491117,0.034034686
12/22/2011,3.09573,2.982173368,0.036681698
12/23/2011,3.1705,3.065402941,0.033148418
12/27/2011,3.15254,3.055075695,0.03091612
12/28/2011,3.04824,2.974868002,0.024070283
12/29/2011,3.02888,2.964958713,0.021103935
12/30/2011,3.0169,2.916252631,0.033361188
1/3/2012,2.99221,2.973402678,0.006285429
1/4/2012,2.9957,2.957210687,0.012848187
1/5/2012,2.91011,2.943969888,0.011635261
1/6/2012,2.85738,2.899055564,0.014585237
1/9/2012,2.87572,2.869303665,0.00223121
1/10/2012,2.91779,2.89225556,0.008751295
1/11/2012,2.88377,2.82951819,0.018812807
1/12/2012,2.85234,2.849594112,0.000962679
1/13/2012,2.81631,2.784604803,0.011257709
1/17/2012,2.86264,2.766478876,0.033591763
1/18/2012,2.90295,2.795555938,0.036994803
1/19/2012,2.96477,2.87210464,0.031255497
1/20/2012,2.97611,2.937599148,0.012939996
1/23/2012,2.97256,2.960228367,0.004148489
1/24/2012,2.95988,2.94459633,0.005163611
1/25/2012,2.90516,2.860458804,0.015386827
1/26/2012,2.84358,2.751255042,0.03246786
1/27/2012,2.80824,2.738158328,0.024955728
1/30/2012,2.80895,2.701702659,0.03818058
1/31/2012,2.7763,2.659780942,0.041969188
2/1/2012,2.77294,2.673491092,0.035864068
2/2/2012,2.7164,2.655936928,0.02225853
2/3/2012,2.81014,2.787517776,0.008050212
2/6/2012,2.76133,2.736966607,0.008823064
2/7/2012,2.7946,2.810973417,0.005858948
2/8/2012,2.76703,2.815544434,0.017533035
2/9/2012,2.84585,2.864657928,0.006608896
2/10/2012,2.80975,2.806402574,0.001191361
2/13/2012,2.81749,2.848170838,0.010889422
2/14/2012,2.76681,2.789329607,0.008139195
2/15/2012,2.78221,2.763479824,0.006732122
2/16/2012,2.83167,2.824325641,0.002593649
2/17/2012,2.86836,2.845571895,0.007944646
2/21/2012,2.92316,2.8943366,0.009860357
2/22/2012,2.87313,2.865445348,0.002674662
2/23/2012,2.83483,2.860903646,0.009197605
2/24/2012,2.84685,2.867740282,0.007338034
2/27/2012,2.82054,2.821063743,0.000185689
2/28/2012,2.8102,2.815342428,0.001829915
2/29/2012,2.88173,2.863463945,0.006338573
3/1/2012,2.92872,2.919155647,0.003265711
3/2/2012,2.8908,2.864637,0.009050436
3/5/2012,2.90077,2.892867359,0.002724325
3/6/2012,2.86506,2.849505811,0.005428923
3/7/2012,2.89962,2.853850602,0.015784619
3/8/2012,2.93364,2.881309277,0.017838154
3/9/2012,2.92195,2.903112148,0.006447014
3/12/2012,2.91624,2.88953713,0.009156609
3/13/2012,2.9914,2.969521353,0.007313849
3/14/2012,3.16959,3.146243924,0.007365645
3/15/2012,3.15896,3.129613253,0.009290003
3/16/2012,3.13095,3.132635859,0.00053845
3/19/2012,3.23638,3.239303251,0.000903247
3/20/2012,3.24144,3.253060849,0.003585088
3/21/2012,3.15732,3.169632772,0.003899754
3/22/2012,3.15708,3.138963454,0.005738387
3/23/2012,3.13245,3.098344671,0.010887749
3/26/2012,3.11828,3.104202009,0.004514665
3/27/2012,3.0399,3.020639546,0.006335884
3/28/2012,3.05684,3.016984105,0.013038267
3/29/2012,3.02196,2.978253354,0.014463013
3/30/2012,3.06692,3.038569481,0.009243971
4/2/2012,3.04496,3.014371049,0.010045764
4/3/2012,3.16492,3.118061867,0.014805472
4/4/2012,3.1088,3.098439177,0.00333274
4/5/2012,3.05396,3.057209017,0.00106387
4/6/2012,2.93072,2.914823321,0.005424155
4/9/2012,2.91152,2.882989622,0.009799135
4/10/2012,2.91099,2.87190373,0.01342714
4/11/2012,2.93078,2.896985467,0.011530901
4/12/2012,2.96745,2.916239993,0.017257244
4/13/2012,2.93227,2.884006692,0.016459367
4/16/2012,2.91808,2.867688971,0.017268556
4/17/2012,2.9571,2.894643881,0.021120733
4/18/2012,2.93046,2.879055294,0.017541514
4/19/2012,2.88744,2.8490852,0.013283324
4/20/2012,2.90335,2.863600207,0.01369101
4/23/2012,2.87081,2.839507919,0.010903571
4/24/2012,2.90097,2.861961469,0.01344672
4/25/2012,2.92241,2.863584664,0.02012905
4/26/2012,2.8924,2.837075654,0.019127488
4/27/2012,2.87167,2.801896741,0.024297102
4/30/2012,2.85859,2.772087522,0.03026054
5/1/2012,2.89085,2.825619275,0.022564549
5/2/2012,2.87338,2.786607601,0.03019872
5/3/2012,2.88233,2.788944352,0.03239936
5/4/2012,2.85087,2.737472579,0.039776426
5/7/2012,2.85847,2.748204034,0.03857517
5/8/2012,2.8457,2.733015225,0.039598262
5/9/2012,2.83276,2.74444224,0.031177283
5/10/2012,2.82461,2.75895836,0.023242727
5/11/2012,2.80528,2.743111303,0.022161316
5/14/2012,2.77397,2.727028502,0.016922136
5/15/2012,2.76971,2.721466094,0.017418396
5/16/2012,2.74013,2.674605596,0.023912881
5/17/2012,2.67184,2.618220952,0.020068211
5/18/2012,2.67797,2.619371799,0.021881575
5/21/2012,2.73357,2.637845645,0.035018073
5/22/2012,2.76969,2.703095653,0.024043971
5/23/2012,2.73508,2.655526918,0.029086199
5/24/2012,2.76054,2.667852164,0.03357598
5/25/2012,2.76345,2.658098433,0.038123203
5/29/2012,2.77149,2.639945525,0.047463449
5/30/2012,2.68486,2.545316167,0.051974342
5/31/2012,2.64639,2.515599879,0.049422088
6/1/2012,2.53159,2.456101938,0.029818439
6/4/2012,2.62226,2.506330037,0.044209942
6/5/2012,2.67216,2.5146087,0.058960279
6/6/2012,2.70699,2.567867657,0.051393741
6/7/2012,2.67758,2.58382927,0.035013232
6/8/2012,2.67911,2.578322119,0.037619912
6/11/2012,2.6399,2.564762736,0.028462163
6/12/2012,2.69596,2.59953199,0.035767597
6/13/2012,2.65256,2.554311208,0.037039235
6/14/2012,2.63094,2.557854342,0.027779295
6/15/2012,2.61355,2.522218677,0.034945313
6/18/2012,2.59515,2.510085851,0.032778124
6/19/2012,2.5989,2.532037026,0.025727413
6/20/2012,2.64221,2.521120718,0.045828788
6/21/2012,2.61405,2.510072926,0.039776238
6/22/2012,2.66819,2.531511027,0.051225352
6/25/2012,2.5785,2.484524729,0.036445713
6/26/2012,2.61639,2.502867895,0.043388832
6/27/2012,2.58867,2.495627541,0.035942186
6/28/2012,2.55096,2.46920213,0.032049844
6/29/2012,2.62372,2.521739541,0.038868652
7/2/2012,2.54532,2.480084581,0.025629555
7/3/2012,2.58328,2.508227771,0.029053076
7/5/2012,2.55638,2.486081706,0.027499157
7/6/2012,2.47665,2.437442733,0.015830766
7/9/2012,2.4492,2.397849958,0.020966047
7/10/2012,2.42303,2.390472075,0.013436864
7/11/2012,2.41162,2.371225402,0.016749985
7/12/2012,2.40343,2.345659282,0.02403678
7/13/2012,2.4585,2.36689151,0.037261944
7/16/2012,2.39684,2.35063033,0.019279414
7/17/2012,2.4361,2.381195599,0.022537827
7/18/2012,2.37585,2.354694347,0.008904456
7/19/2012,2.39312,2.362824577,0.012659383
7/20/2012,2.32496,2.32447593,0.000208206
7/23/2012,2.27723,2.3026163,0.011147886
7/24/2012,2.24718,2.281603201,0.015318399
7/25/2012,2.26337,2.274055818,0.004721198
7/26/2012,2.28779,2.28979055,0.000874446
7/27/2012,2.46854,2.40483549,0.025806554
7/30/2012,2.33651,2.339280459,0.001185725
7/31/2012,2.3146,2.334267297,0.008497061
8/1/2012,2.36588,2.389297321,0.009897933
8/2/2012,2.33657,2.354263703,0.007572511
8/3/2012,2.42675,2.442024814,0.00629435
8/6/2012,2.41026,2.407384361,0.001193082
8/7/2012,2.46483,2.477514835,0.005146333
8/8/2012,2.45388,2.497519035,0.017783687
8/9/2012,2.45717,2.510297196,0.021621295
8/10/2012,2.43735,2.472206686,0.014301059
8/13/2012,2.43262,2.479849354,0.019415015
8/14/2012,2.50321,2.547445948,0.017671689
8/15/2012,2.63813,2.640485115,0.000892721
8/16/2012,2.67019,2.680965093,0.004035328
8/17/2012,2.63904,2.641436275,0.00090801
8/20/2012,2.61868,2.639939619,0.008118449
8/21/2012,2.62589,2.608488539,0.006626881
8/22/2012,2.51207,2.531671593,0.007802964
8/23/2012,2.44471,2.486462626,0.017078764
8/24/2012,2.47609,2.500161058,0.009721399
8/27/2012,2.44075,2.476674155,0.01471849
8/28/2012,2.41104,2.460568512,0.020542385
8/29/2012,2.46878,2.491030064,0.009012574
8/30/2012,2.43371,2.46971406,0.014793899
8/31/2012,2.36895,2.418836062,0.021058301
9/4/2012,2.38417,2.413024306,0.012102453
9/5/2012,2.39528,2.405459945,0.004250002
9/6/2012,2.45607,2.487201868,0.012675481
9/7/2012,2.37384,2.462668893,0.037419916
9/10/2012,2.37785,2.469374169,0.038490304
9/11/2012,2.39371,2.480325532,0.036184639
9/12/2012,2.42922,2.544812213,0.047584086
9/13/2012,2.20601,2.478908489,0.123706823
9/14/2012,2.26805,2.559711578,0.128595744
9/17/2012,2.28117,2.528908132,0.108601346
9/18/2012,2.2694,2.4985207,0.100960915
9/19/2012,2.21086,2.456574389,0.111139733
9/20/2012,2.16993,2.439672112,0.124309131
9/21/2012,2.0967,2.428965125,0.158470513
9/24/2012,2.04335,2.394083863,0.171646494
9/25/2012,1.97862,2.378130237,0.201913575
9/26/2012,1.9725,2.339600877,0.186109443
9/27/2012,2.05097,2.351489976,0.146525778
9/28/2012,2.03991,2.355732562,0.154821812
10/1/2012,1.97791,2.345693656,0.185945597
10/2/2012,1.89432,2.341719102,0.236179263
10/3/2012,1.97292,2.331365925,0.18168295
10/4/2012,2.06588,2.375117402,0.149687979
10/5/2012,2.09992,2.420645663,0.152732325
10/9/2012,2.1122,2.396192228,0.134453285
10/10/2012,2.0567,2.365184606,0.149990084
10/11/2012,2.01882,2.341621054,0.159895906
10/12/2012,2.01487,2.332788089,0.157785906
10/15/2012,2.0434,2.341567268,0.14591723
10/16/2012,2.09031,2.373566943,0.135509538
10/17/2012,2.19994,2.470074516,0.122791765
10/18/2012,2.23804,2.473598937,0.105252336
10/19/2012,2.17149,2.42331634,0.115969376
10/22/2012,2.2048,2.4561133,0.113984624
10/23/2012,2.18831,2.435100944,0.112776958
10/24/2012,2.22502,2.431155733,0.092644441
10/25/2012,2.27753,2.490745917,0.093617172
10/26/2012,2.20624,2.420079019,0.096924641
10/29/2012,2.17586,2.394490159,0.100479883
10/31/2012,2.14235,2.370015543,0.10626907
11/1/2012,2.23243,2.390296295,0.070715003
11/2/2012,2.19493,2.39132295,0.089475724
11/5/2012,2.14794,2.358855574,0.098194351
11/6/2012,2.24889,2.420671576,0.07638505
11/7/2012,2.09197,2.308989322,0.103739213
11/8/2012,2.04956,2.278250559,0.111580319
11/9/2012,2.0596,2.294287543,0.113948117
11/13/2012,2.08298,2.280292087,0.094725867
11/14/2012,2.13435,2.280891544,0.068658629
11/15/2012,2.09234,2.289111219,0.094043616
11/16/2012,2.03611,2.282675977,0.12109659
11/19/2012,2.06997,2.314090059,0.117934105
11/20/2012,2.14204,2.342165637,0.093427591
11/21/2012,2.19254,2.366436549,0.079312828
11/23/2012,2.20126,2.370286465,0.076786234
11/26/2012,2.1329,2.345720239,0.099779755
11/27/2012,2.04405,2.311912901,0.13104518
11/28/2012,2.05097,2.287207022,0.115183071
11/29/2012,2.07244,2.290348683,0.105145955
11/30/2012,2.07253,2.286374047,0.103180194
12/3/2012,2.08622,2.291902844,0.098591157
12/4/2012,2.06783,2.277357207,0.101327095
12/5/2012,2.07994,2.264182683,0.088580768
12/6/2012,2.10827,2.260945343,0.072417358
12/7/2012,2.16633,2.294334311,0.059088094
12/10/2012,2.12632,2.285902337,0.075050951
12/11/2012,2.1257,2.308160908,0.085835681
12/12/2012,2.16985,2.356996265,0.08624848
12/13/2012,2.17954,2.385405899,0.094453829
12/14/2012,2.17471,2.379451652,0.094146646
12/17/2012,2.2148,2.435031493,0.099436289
12/18/2012,2.27802,2.498442469,0.09676055
12/19/2012,2.23717,2.460687373,0.099910768
12/20/2012,2.22135,2.445330623,0.100830856
12/21/2012,2.18757,2.412602441,0.102868681
12/24/2012,2.21511,2.436008787,0.09972362
